canonical_smi,scaffold,scaffold_group,in_train,in_test
Clc1ccc(C=Cc2ccc(-c3nnc(-c4c5ccccc5cc5ccccc45)o3)cc2)cc1,C(=Cc1ccc(-c2nnc(-c3c4ccccc4cc4ccccc34)o2)cc1)c1ccccc1,C(=Cc1ccc(-c2nnc(-c3c4ccccc4cc4ccccc34)o2)cc1)c1ccccc1,True,False
COc1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2cc(C)cc(C)c2)c2ccccc12,c1ccc(-n2c(-c3cccc4ccccc34)nc3c4ccccc4c4ccccc4c32)cc1,c1ccc(-n2c(-c3cccc4ccccc34)nc3c4ccccc4c4ccccc4c32)cc1,False,True
O=C(O)c1ccccc1N=Nc1c(-c2ccccc2)nn(-c2ccccc2)c1Nc1nc(Cl)nc(Cl)n1,c1ccc(N=Nc2c(-c3ccccc3)nn(-c3ccccc3)c2Nc2ncncn2)cc1,c1ccc(N=Nc2c(-c3ccccc3)nn(-c3ccccc3)c2Nc2ncncn2)cc1,True,False
Nc1nc2c(N=Nc3ccccc3Cl)c(N)nn2c(N)c1N=Nc1nccs1,c1ccc(N=Nc2cnn3cc(N=Nc4nccs4)cnc23)cc1,c1ccc(N=Nc2cnn3cc(N=Nc4nccs4)cnc23)cc1,True,False
N#Cc1cc2c3c(c1)c(=O)c(=O)c1cc(C#N)cc(c1-3)c(=O)c2=O,O=c1c(=O)c2cccc3c2-c2c1cccc2c(=O)c3=O,O=c1c(=O)c2cccc3c2-c2c1cccc2c(=O)c3=O,True,False
COc1ccc(CCn2c(Nc3cc(Cl)cc(Cl)c3)nc3cc4c(C)c(C(N)=O)c(=O)oc4cc32)cc1,O=c1ccc2cc3nc(Nc4ccccc4)n(CCc4ccccc4)c3cc2o1,O=c1ccc2cc3nc(Nc4ccccc4)n(CCc4ccccc4)c3cc2o1,True,False
CN(C)c1ccc(-c2nc(-c3ccc(C#Cc4ccc([N+](=O)[O-])cc4)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,C(#Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)c1ccccc1,C(#Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)c1ccccc1,True,False
Oc1c(-c2nc3ccccc3s2)cc(-c2nc3ccccc3s2)cc1-c1nc2ccccc2s1,c1ccc2sc(-c3cc(-c4nc5ccccc5s4)cc(-c4nc5ccccc5s4)c3)nc2c1,c1ccc2sc(-c3cc(-c4nc5ccccc5s4)cc(-c4nc5ccccc5s4)c3)nc2c1,False,True
O=c1c2c(O)ccc(O)c2c(=O)c2c1c(F)c(F)c1oc3ccccc3[nH]c12,O=c1c2ccccc2c(=O)c2c1ccc1oc3ccccc3[nH]c12,O=c1c2ccccc2c(=O)c2c1ccc1oc3ccccc3[nH]c12,True,False
Cc1cc(=O)oc2cc(N)c(N)cc12,O=c1ccc2ccccc2o1,O=c1ccc2ccccc2o1,False,True
O=C1OC(OCc2ccccc2)C(Nc2ccc(F)cc2)=C1Br,O=C1C=C(Nc2ccccc2)C(OCc2ccccc2)O1,O=C1C=C(Nc2ccccc2)C(OCc2ccccc2)O1,False,True
CN(C)c1ccc(C#Cc2ccc(C(=O)O)cc2)cc1,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,True,False
Cc1ccc(C(C)C)c(O)c1,c1ccccc1,c1ccccc1,False,True
CC(=O)c1c(C)nc2nc(C#N)c(C#N)[nH]c1-2,c1c[nH]c2ccnc-2n1,c1c[nH]c2ccnc-2n1,True,False
COc1ccc(-n2ccc3c(-c4ccccc4)nc(-c4ccc(-c5ccccc5)cc4)nc32)cc1,c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccn(-c5ccccc5)c4n3)cc2)cc1,c1ccc(-c2ccc(-c3nc(-c4ccccc4)c4ccn(-c5ccccc5)c4n3)cc2)cc1,True,False
c1ccc(-c2c3ccccc3c(-c3cccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)n3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3cccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)n3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3cccc(-c4c5ccccc5c(-c5ccccc5)c5ccccc45)n3)c3ccccc23)cc1,False,True
OCc1ccccn1,c1ccncc1,c1ccncc1,False,True
Cc1ccc(Cn2c(C=Cc3ccccc3)nc(-c3ccco3)c2-c2ccco2)cc1,C(=Cc1nc(-c2ccco2)c(-c2ccco2)n1Cc1ccccc1)c1ccccc1,C(=Cc1nc(-c2ccco2)c(-c2ccco2)n1Cc1ccccc1)c1ccccc1,True,False
N#Cc1cccc2c(Br)n[nH]c12,c1ccc2[nH]ncc2c1,c1ccc2[nH]ncc2c1,True,False
O=c1[nH]c(-c2ccccc2)cn2nc(-c3ccccc3)cc12,O=c1[nH]c(-c2ccccc2)cn2nc(-c3ccccc3)cc12,O=c1[nH]c(-c2ccccc2)cn2nc(-c3ccccc3)cc12,False,True
C=CCN1c2ccc(C(F)(F)F)cc2C(C)(C)C12CCc1cc([N+](=O)[O-])ccc1O2,c1ccc2c(c1)CC1(CCc3ccccc3O1)N2,c1ccc2c(c1)CC1(CCc3ccccc3O1)N2,True,False
CN1C(=CC=C2C(=C(C#N)C#N)C(=Cc3ccc(-c4cc5ccccc5s4)s3)c3ccccc32)C(C)(C)c2ccccc21,C=C1C(=CC=C2Cc3ccccc3N2)c2ccccc2C1=Cc1ccc(-c2cc3ccccc3s2)s1,C=C1C(=CC=C2Cc3ccccc3N2)c2ccccc2C1=Cc1ccc(-c2cc3ccccc3s2)s1,True,False
N#Cc1c(N)nc(N)c(C#N)c1-c1c2ccccc2cc2ccccc12,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,c1ccc2c(-c3ccncc3)c3ccccc3cc2c1,False,True
COc1nc(Nc2ccc3c4cccc5cccc(c6cccc2c63)c54)nc(OC)n1,c1cc2cccc3c4ccc(Nc5ncncn5)c5cccc(c(c1)c23)c54,c1cc2cccc3c4ccc(Nc5ncncn5)c5cccc(c(c1)c23)c54,False,True
COc1ccc(C(=O)Oc2ccc(-c3ccc(O)cc3)cc2)cc1,O=C(Oc1ccc(-c2ccccc2)cc1)c1ccccc1,O=C(Oc1ccc(-c2ccccc2)cc1)c1ccccc1,True,False
CCN(CC)c1ccc2c(COC(=O)[C@H](CC(=O)O)NC(=O)OCC3c4ccccc4-c4ccccc43)cc(=O)oc2c1,O=C(CNC(=O)OCC1c2ccccc2-c2ccccc21)OCc1cc(=O)oc2ccccc12,O=C(CNC(=O)OCC1c2ccccc2-c2ccccc21)OCc1cc(=O)oc2ccccc12,False,True
CCn1c2ccc(-c3cccs3)cc2c2cc(-c3cccs3)ccc21,c1csc(-c2ccc3[nH]c4ccc(-c5cccs5)cc4c3c2)c1,c1csc(-c2ccc3[nH]c4ccc(-c5cccs5)cc4c3c2)c1,True,False
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,O=C1c2ccccc2C(=O)c2ccccc21,O=C1c2ccccc2C(=O)c2ccccc21,True,False
COc1ccc(-c2sc(-c3cccs3)c3cc4ccccc4cc23)cc1OC,c1ccc(-c2sc(-c3cccs3)c3cc4ccccc4cc23)cc1,c1ccc(-c2sc(-c3cccs3)c3cc4ccccc4cc23)cc1,True,False
Cc1c(-c2nnc(-c3ccco3)o2)sc2sc(-c3nnc(-c4ccco4)o3)c(C)c12,c1coc(-c2nnc(-c3cc4cc(-c5nnc(-c6ccco6)o5)sc4s3)o2)c1,c1coc(-c2nnc(-c3cc4cc(-c5nnc(-c6ccco6)o5)sc4s3)o2)c1,False,True
OB(O)c1ccccc1,c1ccccc1,c1ccccc1,False,True
Cn1c2cc(-n3c4ccccc4c4ccccc43)ccc2c2ccc(-n3c4ccccc4c4ccccc43)cc21,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)[nH]c1cc(-n3c4ccccc4c4ccccc43)ccc12,c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)[nH]c1cc(-n3c4ccccc4c4ccccc43)ccc12,True,False
Cc1ccc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccc(C)o5)nc3cc2C4C)o1,c1coc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccco5)nc3cc2C4)c1,c1coc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccco5)nc3cc2C4)c1,True,False
COc1ccccc1C=Cc1ccc(-c2nnc(-c3c4ccccc4cc4ccccc34)o2)cc1,C(=Cc1ccc(-c2nnc(-c3c4ccccc4cc4ccccc34)o2)cc1)c1ccccc1,C(=Cc1ccc(-c2nnc(-c3c4ccccc4cc4ccccc34)o2)cc1)c1ccccc1,True,False
O=[N+]([O-])c1ccc(S(=O)(=O)c2cnc(N=Nc3ccc(O)c4ncccc34)s2)cc1,O=S(=O)(c1ccccc1)c1cnc(N=Nc2cccc3ncccc23)s1,O=S(=O)(c1ccccc1)c1cnc(N=Nc2cccc3ncccc23)s1,True,False
CC(C)c1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,C(=C(c1ccccc1)c1ccccc1)=C1c2c(ccc3cc(C=Cc4ccccc4)ccc23)OC1(c1ccccc1)c1ccccc1,C(=C(c1ccccc1)c1ccccc1)=C1c2c(ccc3cc(C=Cc4ccccc4)ccc23)OC1(c1ccccc1)c1ccccc1,True,False
COC(=O)c1c(C(=O)OC)c2ccc(C=Cc3cccc4ccccc34)nn2c1C(=O)OC,C(=Cc1cccc2ccccc12)c1ccc2cccn2n1,C(=Cc1cccc2ccccc12)c1ccc2cccn2n1,True,False
CC1c2cc3nc(-c4ccc(Cl)cc4)[nH]c3cc2-c2cc3[nH]c(-c4ccc(Cl)cc4)nc3cc21,c1ccc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccccc5)nc3cc2C4)cc1,c1ccc(-c2nc3cc4c(cc3[nH]2)-c2cc3[nH]c(-c5ccccc5)nc3cc2C4)cc1,True,False
CCOC(=O)c1c(O)c(N=Nc2ccc(Cl)cc2)c2ccccc2c1O,c1ccc(N=Nc2cccc3ccccc23)cc1,c1ccc(N=Nc2cccc3ccccc23)cc1,True,False
Brc1ccc2[nH]c3ccc(Br)cc3c2c1,c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,True,False
CCN(CC)c1ccc2cc(C#N)c(=NC(=O)Nc3cccc(OC)c3)oc2c1,O=C(N=c1ccc2ccccc2o1)Nc1ccccc1,O=C(N=c1ccc2ccccc2o1)Nc1ccccc1,True,False
Cc1ccc(N=Nc2c(C)nn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,True,False
C#Cn1cccc1-c1cccs1,c1c[nH]c(-c2cccs2)c1,c1c[nH]c(-c2cccs2)c1,True,False
Cc1ccc(-c2cc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)nc(-c3ccccc3)c2C#N)cc1,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)c2)cc1,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)c2)cc1,True,False
[N-]=[N+]=C1C=CC=c2ccc3c(c21)C=c1ccccc1=3,[N+]=C1C=CC=c2ccc3c(c21)C=c1ccccc1=3,[N+]=C1C=CC=c2ccc3c(c21)C=c1ccccc1=3,True,False
Cc1ccccc1C,c1ccccc1,c1ccccc1,False,True
O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,O=C1C(=C2Nc3ccccc3C2=O)Nc2ccccc21,True,False
O=C(O)COc1ccc(N=Nc2ccccc2)cc1,c1ccc(N=Nc2ccccc2)cc1,c1ccc(N=Nc2ccccc2)cc1,False,True
c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)c4ccccc34)nc2c1,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)c4ccccc34)nc2c1,c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)c4ccccc34)nc2c1,True,False
Oc1ccc(-n2cccc2)cc1,c1ccc(-n2cccc2)cc1,c1ccc(-n2cccc2)cc1,True,False
COc1ccc(-c2c3ccccc3c(-c3ccc(OC)cc3)c3cc(Cl)ccc23)cc1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,True,False
c1ccc2nc3c(nc2c1)Sc1nc2ccccc2nc1S3,c1ccc2nc3c(nc2c1)Sc1nc2ccccc2nc1S3,c1ccc2nc3c(nc2c1)Sc1nc2ccccc2nc1S3,True,False
CCn1cc(C=CC(=C(C#N)C#N)c2ccccc2)c2ccccc21,C=C(C=Cc1c[nH]c2ccccc12)c1ccccc1,C=C(C=Cc1c[nH]c2ccccc12)c1ccccc1,True,False
COc1ccc2nc3cc(Cl)ccc3c(NCCN3CCNCC3)c2c1,c1ccc2c(NCCN3CCNCC3)c3ccccc3nc2c1,c1ccc2c(NCCN3CCNCC3)c3ccccc3nc2c1,True,False
Cc1c(-c2nnc(-c3ccc4ccccc4c3)o2)sc2sc(-c3nnc(-c4ccc5ccccc5c4)o3)c(C)c12,c1ccc2cc(-c3nnc(-c4cc5cc(-c6nnc(-c7ccc8ccccc8c7)o6)sc5s4)o3)ccc2c1,c1ccc2cc(-c3nnc(-c4cc5cc(-c6nnc(-c7ccc8ccccc8c7)o6)sc5s4)o3)ccc2c1,True,False
Cc1ccc(NC(C2=C(O)C(=O)c3ccccc3C2=O)c2cccc([N+](=O)[O-])c2)cc1,O=C1C=C(C(Nc2ccccc2)c2ccccc2)C(=O)c2ccccc21,O=C1C=C(C(Nc2ccccc2)c2ccccc2)C(=O)c2ccccc21,False,True
NCCN1C2(c3ccc(N4CCOCC4)cc3Oc3cc(N4CCOCC4)ccc32)c2ccccc2S1(=O)=O,O=S1(=O)NC2(c3ccc(N4CCOCC4)cc3Oc3cc(N4CCOCC4)ccc32)c2ccccc21,O=S1(=O)NC2(c3ccc(N4CCOCC4)cc3Oc3cc(N4CCOCC4)ccc32)c2ccccc21,True,False
c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1,True,False
CC1=NC(=Cc2ccc(O)cc2)C(=O)N1Cc1ccccc1,O=C1C(=Cc2ccccc2)N=CN1Cc1ccccc1,O=C1C(=Cc2ccccc2)N=CN1Cc1ccccc1,False,True
c1ccc(-c2nc3c(-c4ccccc4)sc(-c4ccccc4)c3nc2-c2ccccc2)cc1,c1ccc(-c2nc3c(-c4ccccc4)sc(-c4ccccc4)c3nc2-c2ccccc2)cc1,c1ccc(-c2nc3c(-c4ccccc4)sc(-c4ccccc4)c3nc2-c2ccccc2)cc1,True,False
O=C1OC(c2ccccc2)=NC1=Cc1ccco1,O=C1OC(c2ccccc2)=NC1=Cc1ccco1,O=C1OC(c2ccccc2)=NC1=Cc1ccco1,True,False
c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,c1ccc2c(c1)C1c3ccccc3C2c2ccccc21,True,False
Oc1ccccc1C=Nc1ccccc1,C(=Nc1ccccc1)c1ccccc1,C(=Nc1ccccc1)c1ccccc1,False,True
Cc1nn2c(N=Nc3ccccc3)c(-c3ccccc3)[nH]c2c1N=Nc1cccc([N+](=O)[O-])c1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,c1ccc(N=Nc2cnn3c(N=Nc4ccccc4)c(-c4ccccc4)[nH]c23)cc1,True,False
Nc1nc2c(N=Nc3nccs3)c(N)nn2c(N)c1N=Nc1ccccc1,c1ccc(N=Nc2cnc3c(N=Nc4nccs4)cnn3c2)cc1,c1ccc(N=Nc2cnc3c(N=Nc4nccs4)cnn3c2)cc1,False,True
COc1cc2c(cc1C=C(c1ccccc1)c1ccccc1)c1cc(C=C(c3ccccc3)c3ccccc3)ccc1n2C,C(=C(c1ccccc1)c1ccccc1)c1ccc2[nH]c3ccc(C=C(c4ccccc4)c4ccccc4)cc3c2c1,C(=C(c1ccccc1)c1ccccc1)c1ccc2[nH]c3ccc(C=C(c4ccccc4)c4ccccc4)cc3c2c1,True,False
COc1ccc(NC2=C(Br)C(=O)OC2OC)cc1,O=C1C=C(Nc2ccccc2)CO1,O=C1C=C(Nc2ccccc2)CO1,True,False
O=c1ccc2cc(N=Cc3ccc(-c4ccc(Cl)cc4[N+](=O)[O-])o3)ccc2o1,O=c1ccc2cc(N=Cc3ccc(-c4ccccc4)o3)ccc2o1,O=c1ccc2cc(N=Cc3ccc(-c4ccccc4)o3)ccc2o1,False,True
CC(C)(C)c1ccc(-c2nnc(-c3ccc(C4=Cc5ccccc5C4)cc3)o2)cc1,C1=C(c2ccc(-c3nnc(-c4ccccc4)o3)cc2)Cc2ccccc21,C1=C(c2ccc(-c3nnc(-c4ccccc4)o3)cc2)Cc2ccccc21,False,True
N#Cc1c(N)nc(N)c(C#N)c1-c1ccccc1F,c1ccc(-c2ccncc2)cc1,c1ccc(-c2ccncc2)cc1,True,False
C=Cc1ccnc(-c2ccc(-c3ccc4c(c3)c3cc(-c5ccc(-c6cc(C=C)ccn6)s5)ccc3n4C)s2)c1,c1ccc(-c2ccc(-c3ccc4[nH]c5ccc(-c6ccc(-c7ccccn7)s6)cc5c4c3)s2)nc1,c1ccc(-c2ccc(-c3ccc4[nH]c5ccc(-c6ccc(-c7ccccn7)s6)cc5c4c3)s2)nc1,True,False
CN(C)c1ccc(-c2nc(-c3ccc(C=Cc4ccc(C#N)cc4)cc3)[nH]c2-c2ccc(N(C)C)cc2)cc1,C(=Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)c1ccccc1,C(=Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1)c1ccccc1,True,False
O=Cc1ccc(-c2sc(-c3csc4ccccc34)c3ccccc23)s1,c1csc(-c2sc(-c3csc4ccccc34)c3ccccc23)c1,c1csc(-c2sc(-c3csc4ccccc34)c3ccccc23)c1,False,True
Cn1c2c3ccccc3nc-2cc2ccccc21,c1ccc2[nH]c3c4ccccc4nc-3cc2c1,c1ccc2[nH]c3c4ccccc4nc-3cc2c1,True,False
COc1cc(C=C2N=C(C)N(C)C2=O)ccc1O,O=C1NC=NC1=Cc1ccccc1,O=C1NC=NC1=Cc1ccccc1,True,False
CN(C)c1ccc(C=Cc2nc(C#N)c(C#N)n2C)cc1,C(=Cc1ncc[nH]1)c1ccccc1,C(=Cc1ncc[nH]1)c1ccccc1,True,False
N#Cc1c(N)nc(N)c(C#N)c1-c1c(F)cccc1Cl,c1ccc(-c2ccncc2)cc1,c1ccc(-c2ccncc2)cc1,True,False
COC(=O)c1ccc(-c2ccc(-c3ccc(OC)cc3)cn2)nc1,c1ccc(-c2ccc(-c3ccccn3)nc2)cc1,c1ccc(-c2ccc(-c3ccccn3)nc2)cc1,True,False
CC1(C)CC(=O)C2=C(C1)Oc1ccc3ccc(OCCCNCCNc4ccnc5cc(Cl)ccc45)cc3c1C2c1ccc(Cl)cc1,O=C1CCCC2=C1C(c1ccccc1)c1c(ccc3ccc(OCCCNCCNc4ccnc5ccccc45)cc13)O2,O=C1CCCC2=C1C(c1ccccc1)c1c(ccc3ccc(OCCCNCCNc4ccnc5ccccc45)cc13)O2,True,False
O=c1n([C@H]2C[C@H](O)[C@@H](CO)O2)ccc2nccn12,O=c1n([C@H]2CCCO2)ccc2nccn12,O=c1n([C@H]2CCCO2)ccc2nccn12,True,False
CC(C)(C)c1ccc(-c2sc(-c3ccc(C(C)(C)C)cc3)c3[nH]c(-c4ccc(-c5ccc(C=C(C#N)C(=O)O)cc5)cc4)nc23)cc1,c1ccc(-c2ccc(-c3nc4c(-c5ccccc5)sc(-c5ccccc5)c4[nH]3)cc2)cc1,c1ccc(-c2ccc(-c3nc4c(-c5ccccc5)sc(-c5ccccc5)c4[nH]3)cc2)cc1,True,False
CCN(CC)c1ccc(C=Cc2ccc(C=Cc3ccc(B(c4c(C)cc(C)cc4C)c4c(C)cc(C)cc4C)cc3)cc2)cc1,C(=Cc1ccc(C=Cc2ccc(B(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,C(=Cc1ccc(C=Cc2ccc(B(c3ccccc3)c3ccccc3)cc2)cc1)c1ccccc1,True,False
CCCOC(=O)C(=Cc1ccccc1)OC,c1ccccc1,c1ccccc1,False,True
Oc1ccc(N=Nc2nc3ccccc3[nH]2)c2cccnc12,c1ccc2[nH]c(N=Nc3cccc4ncccc34)nc2c1,c1ccc2[nH]c(N=Nc3cccc4ncccc34)nc2c1,False,True
c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-c3nc4ccccc4s3)cc2)cc1,True,False
CCCn1c(Nc2c(C)cccc2C)nc2cc3c(C)c(C(N)=O)c(=O)oc3cc21,O=c1ccc2cc3nc(Nc4ccccc4)[nH]c3cc2o1,O=c1ccc2cc3nc(Nc4ccccc4)[nH]c3cc2o1,False,True
Oc1ccccc1N=Cc1ccc[nH]1,C(=Nc1ccccc1)c1ccc[nH]1,C(=Nc1ccccc1)c1ccc[nH]1,True,False
CN1C(=O)C2=C(c3ccc(Br)s3)N(C)C(=O)C2=C1c1ccccc1,O=C1NC(c2cccs2)=C2C(=O)NC(c3ccccc3)=C12,O=C1NC(c2cccs2)=C2C(=O)NC(c3ccccc3)=C12,True,False
COC(=O)CN1C(=O)c2cccc3c(Nc4cnccn4)ccc(c23)C1=O,O=C1NC(=O)c2ccc(Nc3cnccn3)c3cccc1c23,O=C1NC(=O)c2ccc(Nc3cnccn3)c3cccc1c23,False,True
CCOC(=O)C1=C(c2ccccc2)NC(=O)C1=CC1=CCC(=C=O)C=C1,C=C1C=CC(C=C2C=C(c3ccccc3)NC2=O)=CC1,C=C1C=CC(C=C2C=C(c3ccccc3)NC2=O)=CC1,True,False
Cc1nc2c(C#N)cnn2c2c1CCN2c1ccc(Br)cc1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,c1ccc(N2CCc3cnc4ccnn4c32)cc1,False,True
COc1ccc(-n2c(N=Nc3nc4ccccc4s3)ccc2-c2cccs2)cc1,c1ccc(-n2c(N=Nc3nc4ccccc4s3)ccc2-c2cccs2)cc1,c1ccc(-n2c(N=Nc3nc4ccccc4s3)ccc2-c2cccs2)cc1,True,False
CCN(CC)c1ccc(-c2nc3c(ccc4c(=O)[nH][nH]c(=O)c43)[nH]2)c(O)c1,O=c1[nH][nH]c(=O)c2c1ccc1[nH]c(-c3ccccc3)nc12,O=c1[nH][nH]c(=O)c2c1ccc1[nH]c(-c3ccccc3)nc12,True,False
COC(=O)[C@H](Cc1ccc2oc(-c3ccc4ccc5cccc6ccc3c4c56)nc2c1)NC(=O)OC(C)(C)C,c1cc2ccc3ccc(-c4nc5ccccc5o4)c4ccc(c1)c2c34,c1cc2ccc3ccc(-c4nc5ccccc5o4)c4ccc(c1)c2c34,True,False
CN1c2ccc(C(F)(F)F)cc2C(C)(C)C12CCc1cc([N+](=O)[O-])ccc1O2,c1ccc2c(c1)CC1(CCc3ccccc3O1)N2,c1ccc2c(c1)CC1(CCc3ccccc3O1)N2,True,False
C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,True,False
CCN(CC)c1ccc2nc3c4cc(C5=CC(C)(C)NC5(C)C)ccc4c(=O)cc-3oc2c1,O=c1cc2oc3ccccc3nc-2c2cc(C3=CCNC3)ccc12,O=c1cc2oc3ccccc3nc-2c2cc(C3=CCNC3)ccc12,True,False
Brc1ccc2c(c1)CCc1nc(-c3ccccc3)c3c(c1-2)CCc1cc(Br)ccc1-3,c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,True,False
CCOC(=O)c1c(N)sc(N=Nc2ccccc2)c1-c1ccccc1,c1ccc(N=Nc2sccc2-c2ccccc2)cc1,c1ccc(N=Nc2sccc2-c2ccccc2)cc1,True,False
COCCc1ccc(OCC(O)CNC(C)C)cc1,c1ccccc1,c1ccccc1,False,True
C(=Cc1ccc(C=CSC=C(c2ccccc2)c2ccccc2)cc1)SC=C(c1ccccc1)c1ccccc1,C(=Cc1ccc(C=CSC=C(c2ccccc2)c2ccccc2)cc1)SC=C(c1ccccc1)c1ccccc1,C(=Cc1ccc(C=CSC=C(c2ccccc2)c2ccccc2)cc1)SC=C(c1ccccc1)c1ccccc1,False,True
NC(=O)C[C@H](N)C(=O)OCc1ccccc1,c1ccccc1,c1ccccc1,False,True
c1ccc2c(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7csc8ccccc78)c7ccccc67)s5)s4)c4ccccc34)csc2c1,c1ccc2c(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7csc8ccccc78)c7ccccc67)s5)s4)c4ccccc34)csc2c1,c1ccc2c(-c3sc(-c4ccc(-c5ccc(-c6sc(-c7csc8ccccc78)c7ccccc67)s5)s4)c4ccccc34)csc2c1,False,True
O=C(Nc1ccccc1)Nc1cnc2ccccc2c1,O=C(Nc1ccccc1)Nc1cnc2ccccc2c1,O=C(Nc1ccccc1)Nc1cnc2ccccc2c1,True,False
O=c1ccc2cc(N=Cc3ccccc3O)ccc2o1,O=c1ccc2cc(N=Cc3ccccc3)ccc2o1,O=c1ccc2cc(N=Cc3ccccc3)ccc2o1,False,True
Cc1nn(-c2ccccc2)c2cc(C)n3c4ncccc4nc3c12,c1ccc(-n2ncc3c2ccn2c4ncccc4nc32)cc1,c1ccc(-n2ncc3c2ccn2c4ncccc4nc32)cc1,False,True
Brc1ccc(-n2cccc2)cc1,c1ccc(-n2cccc2)cc1,c1ccc(-n2cccc2)cc1,True,False
Brc1ccc2nc3c(nc2c1)Nc1ncccc1N3,c1cnc2c(c1)Nc1nc3ccccc3nc1N2,c1cnc2c(c1)Nc1nc3ccccc3nc1N2,True,False
Nc1ccc(-c2nnc(-c3ccc(N)cc3)n2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(-c2nnc(-c3ccccc3)n2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,c1ccc(-c2nnc(-c3ccccc3)n2-c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,True,False
CC1c2cc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)ccc2-c2ccc([N+](=O)[O-])cc21,c1csc(-c2ccc(-c3ccc(-c4ccc5c(c4)Cc4ccccc4-5)s3)s2)c1,c1csc(-c2ccc(-c3ccc(-c4ccc5c(c4)Cc4ccccc4-5)s3)s2)c1,False,True
